game_date,home_team,away_team,predicted_total,actual_total,error
2026-01-15,ORL,MEM,226.79244120323858,229,-2.2075587967614183
2026-01-15,DEN,DAL,222.1558196430487,227,-4.844180356951313
2026-01-15,BKN,NOP,224.50526288649797,229,-4.494737113502026
2026-01-15,UTA,CHI,228.93472558850013,254,-25.06527441149987
2026-01-15,CLE,PHI,236.12350423290962,240,-3.8764957670903755
2026-01-15,TOR,IND,224.80589084127456,216,8.805890841274561
2026-01-15,LAC,WAS,225.76508554062585,224,1.7650855406258472
2026-01-15,SAC,NYK,228.96278599530336,213,15.962785995303364
2026-01-16,BOS,MIA,225.7035970180337,233,-7.29640298196631
2026-01-16,PHX,DET,218.53708654658763,213,5.537086546587631
2026-01-16,DAL,UTA,227.4094340833106,266,-38.5905659166894
2026-01-16,CHA,LAL,221.12818862408352,252,-30.87181137591648
2026-01-16,ATL,POR,222.8657047218639,218,4.865704721863892
2026-01-16,SAS,MIL,216.7985602065242,220,-3.2014397934757994
2026-01-16,NYK,GSW,230.67882113509341,239,-8.321178864906585
2026-01-16,HOU,OKC,220.7553303990158,202,18.755330399015804
2026-01-17,CHI,BKN,216.5200987062312,221,-4.4799012937687905
2026-01-17,SAC,WAS,228.6533439605202,243,-14.346656039479797
2026-01-17,DAL,UTA,235.35699517233124,258,-22.64300482766876
2026-01-17,HOU,MIN,225.58032203656313,215,10.580322036563132
2026-01-17,TOR,LAC,214.08839034127212,238,-23.911609658727883
2026-01-17,IND,NOP,224.26574184625787,246,-21.734258153742132
2026-01-17,PHI,CLE,230.14175075031312,232,-1.858249249686878
2026-01-18,MIA,OKC,231.84940631310565,242,-10.150593686894354
2026-01-18,NYK,PHX,225.65183236502668,205,20.651832365026678
2026-01-18,GSW,CHA,230.61086468102744,252,-21.389135318972563
2026-01-18,DEN,WAS,226.26100427876415,236,-9.738995721235852
2026-01-18,POR,LAL,228.59354608284394,248,-19.406453917156057
2026-01-18,MEM,ORL,228.08373053583836,235,-6.916269464161644
2026-01-18,ATL,BOS,223.76444239517753,238,-14.235557604822475
2026-01-18,SAS,MIN,219.55304157964127,249,-29.446958420358726
2026-01-18,DET,IND,223.23067880642267,199,24.230678806422674
2026-01-19,NOP,HOU,230.4898827437729,229,1.4898827437729096
2026-01-19,CHI,BKN,220.86382688678094,226,-5.1361731132190585
2026-01-19,DEN,CHA,228.37035140285064,197,31.370351402850645
2026-01-19,SAC,POR,224.60205232024305,227,-2.397947679756953
2026-01-19,LAL,TOR,226.7562594940859,203,23.756259494085896
2026-01-19,SAS,UTA,225.6701082461537,233,-7.3298917538463115
2026-01-19,WAS,LAC,224.54929600263267,216,8.549296002632673
2026-01-19,CLE,OKC,234.19291922155332,240,-5.807080778446675
2026-01-19,ATL,MIL,223.16967120594995,222,1.1696712059499532
2026-01-19,NYK,DAL,225.0095623155574,211,14.009562315557389
2026-01-20,DET,BOS,215.98764662528157,207,8.98764662528157
2026-01-20,PHI,IND,225.26616806966112,217,8.26616806966112
2026-01-20,BKN,PHX,217.50974376595366,243,-25.490256234046342
2026-01-20,MIA,GSW,229.53367510090538,247,-17.466324899094616
2026-01-21,UTA,MIN,237.8824471681964,249,-11.117552831803607
2026-01-21,CHI,LAC,221.39470387818542,248,-26.605296121814575
2026-01-21,GSW,TOR,225.80313716018549,272,-46.196862839814514
2026-01-21,SAC,MIA,227.73611093344485,247,-19.26388906655515
2026-01-21,PHI,PHX,222.4216762794083,226,-3.5783237205916976
2026-01-21,HOU,SAS,217.65937470300597,217,0.659374703005966
2026-01-21,DEN,LAL,226.71609919043055,222,4.716099190430555
