date,match,actual,pred,lower,upper,uncert,diff,skipped,status
2026-01-18,MEM vs ORL,235,222.77558622249083,202.94242119881383,245.029678153923,42.087256955109154,12.22441377750917,True,⚠️ SKIP
2026-01-18,POR vs LAL,248,229.70582810561322,206.20095655386305,251.903228284694,45.702271730830944,18.29417189438678,True,⚠️ SKIP
2026-01-18,DEN vs WAS,236,231.18631076399734,207.0152051469526,247.37603496060166,40.36082981364905,4.813689236002659,True,⚠️ SKIP
2026-01-18,GSW vs CHA,252,237.0141318068209,208.83544893984646,256.4212885900303,47.58583965018386,14.985868193179101,True,⚠️ SKIP
2026-01-18,SAS vs MIN,249,223.42392985424345,204.58616003868397,242.99683254485012,38.41067250616615,25.576070145756546,False,❌ MISS
2026-01-18,ATL vs BOS,238,224.78044350430469,199.8921414561367,243.45727359779613,43.56513214165943,13.219556495695315,True,⚠️ SKIP
2026-01-18,DET vs IND,199,212.33974919057925,196.85770192990984,236.3296135820635,39.471911652153665,13.339749190579255,False,✅ IN RANGE
2026-01-18,NYK vs PHX,205,223.79603325066742,204.6226478765558,248.69735247558228,44.07470459902649,18.79603325066742,True,⚠️ SKIP
2026-01-18,MIA vs OKC,242,229.7277762961121,211.38228506311648,249.66764515976158,38.28536009664509,12.272223703887903,False,✅ IN RANGE
2026-01-18,MIN vs SAS,249,232.72787704997197,215.22869753011904,248.9449057233896,33.716208193270575,16.272122950028034,False,❌ MISS
2026-01-18,OKC vs MIA,242,230.94228741983395,212.8358733856151,242.05447131294076,29.218597927325675,11.057712580166054,False,✅ IN RANGE
2026-01-18,IND vs DET,199,200.7589266057611,197.6620321974675,230.40366646973328,32.74163427226577,1.7589266057611042,False,✅ IN RANGE
2026-01-18,ORL vs MEM,235,235.1946393771627,216.06923082731916,246.0391701921763,29.96993936485714,0.19463937716270152,False,✅ IN RANGE
2026-01-18,LAL vs POR,248,240.96091290017398,217.17132993039067,260.338615838047,43.16728590765635,7.03908709982602,True,⚠️ SKIP
2026-01-18,WAS vs DEN,236,236.86728227680274,218.4558103727336,256.6213135113848,38.16550313865122,0.8672822768027402,False,✅ IN RANGE
2026-01-18,CHA vs GSW,252,247.76417285901604,208.0275324687084,258.78095513530326,50.75342266659487,4.235827140983957,True,⚠️ SKIP
2026-01-18,PHX vs NYK,205,215.4452870479676,204.70559683875894,233.21746387803117,28.511867039272232,10.44528704796761,False,✅ IN RANGE
2026-01-18,BOS vs ATL,238,232.38197577442418,210.6834314696522,244.90483674977656,34.22140528012437,5.618024225575823,False,✅ IN RANGE
2026-01-19,SAS vs UTA,233,237.3607089675569,218.28352337952228,257.1043595461008,38.820836166578516,4.360708967556889,False,✅ IN RANGE
2026-01-19,NYK vs DAL,211,228.25503081024814,207.48349599532042,250.6168936128501,43.13339761752968,17.255030810248144,True,⚠️ SKIP
2026-01-19,WAS vs LAC,216,224.1060158144328,210.7362503242905,251.4927898064732,40.75653948218272,8.106015814432794,True,⚠️ SKIP
2026-01-19,CLE vs OKC,240,231.35552020463697,209.26014585196884,251.1656421399553,41.905496287986466,8.644479795363026,True,⚠️ SKIP
2026-01-19,ATL vs MIL,222,222.2578464316505,207.27442087863506,249.0400141144124,41.765593235777345,0.25784643165050625,True,⚠️ SKIP
2026-01-19,LAL vs TOR,203,229.57837490426377,207.89845719667096,258.1696828219255,50.271225625254544,26.578374904263768,True,⚠️ SKIP
2026-01-19,DEN vs CHA,197,227.7549287324944,208.8762634928703,259.1294549607982,50.253191467927934,30.754928732494392,True,⚠️ SKIP
2026-01-19,HOU vs NOP,229,225.38606266604913,205.50518470684443,245.92903329907682,40.42384859223239,3.6139373339508722,True,⚠️ SKIP
2026-01-19,CHI vs BKN,226,226.0000987275927,205.91448644778507,250.7545172901675,44.84003084238245,9.87275927002429e-05,True,⚠️ SKIP
2026-01-19,CHA vs DEN,197,213.36770390205032,196.51217639782658,245.85627245409174,49.34409605626516,16.367703902050323,True,⚠️ SKIP
2026-01-19,TOR vs LAL,203,224.16902802533318,203.52606485642934,244.08332062201052,40.557255765581175,21.169028025333176,True,⚠️ SKIP
2026-01-19,NOP vs HOU,229,228.63335273280936,209.82164071139528,239.42256985124777,29.600929139852497,0.36664726719064333,False,✅ IN RANGE
2026-01-19,BKN vs CHI,226,225.70401948553277,213.70199477261855,240.01876290003938,26.31676812742083,0.2959805144672316,False,✅ IN RANGE
2026-01-19,SAC vs POR,227,226.92040231508784,210.12605180209158,252.85450603353098,42.7284542314394,0.07959768491215868,True,⚠️ SKIP
2026-01-19,POR vs SAC,227,228.19236363418986,217.9128946431979,248.8532126998359,30.940318056638006,1.19236363418986,False,✅ IN RANGE
2026-01-19,UTA vs SAS,233,235.69567851056408,222.17308782417814,254.9404438003265,32.767355976148366,2.695678510564079,False,✅ IN RANGE
2026-01-19,DAL vs NYK,211,225.07639671510066,209.21229156033104,244.13833329593473,34.92604173560369,14.076396715100657,False,✅ IN RANGE
2026-01-19,LAC vs WAS,216,223.35828705825685,215.98035481524124,249.53583523179984,33.555480416558595,7.358287058256849,False,✅ IN RANGE
2026-01-19,OKC vs CLE,240,234.78683966705444,212.52305798302905,247.79695825912003,35.273900276090984,5.213160332945563,False,✅ IN RANGE
2026-01-19,MIL vs ATL,222,221.8468215779856,213.11727752106646,234.2570677454562,21.139790224389742,0.15317842201440612,False,✅ IN RANGE
2026-01-20,DET vs BOS,207,217.82427162678653,196.44122640459713,239.8698927167934,43.42866631219627,10.824271626786526,True,⚠️ SKIP
2026-01-20,BKN vs PHX,243,222.79408490954955,202.1131359664476,242.87083747133357,40.75770150488597,20.205915090450446,True,⚠️ SKIP
2026-01-20,PHI vs IND,217,220.71265180806012,201.89514787944518,244.46767343712554,42.572525557680365,3.712651808060116,True,⚠️ SKIP
2026-01-20,IND vs PHI,217,217.21899702743758,207.2782798035352,236.48425388867554,29.205974085140326,0.21899702743758098,False,✅ IN RANGE
2026-01-20,PHX vs BKN,243,225.3961621853987,206.56616552814486,240.16404621825046,33.5978806901056,17.60383781460129,False,❌ MISS
2026-01-20,BOS vs DET,207,207.26677418244967,200.56929130669207,233.17007306928667,32.60078176259461,0.2667741824496659,False,✅ IN RANGE
2026-01-20,MIA vs GSW,247,239.1987225471494,216.58977209018957,258.82056420408895,42.23079211389938,7.801277452850599,True,⚠️ SKIP
2026-01-20,GSW vs MIA,247,247.81030225718106,224.83440420935187,257.0130943795492,32.17869017019734,0.8103022571810641,False,✅ IN RANGE
2026-01-21,SAC vs MIA,247,235.4601595943861,206.92401903664552,251.82569093338034,44.901671896734825,11.539840405613887,True,⚠️ SKIP
2026-01-21,PHI vs PHX,226,226.09785953529322,208.35150927842236,244.7970707409991,36.445561462576734,0.09785953529322455,False,✅ IN RANGE
2026-01-21,GSW vs TOR,272,229.4943856003742,209.88616831109246,252.93727692279953,43.051108611707065,42.50561439962581,True,⚠️ SKIP
2026-01-21,DEN vs LAL,222,227.79560982005123,206.43890199143743,248.48677426044964,42.0478722690122,5.795609820051226,True,⚠️ SKIP
2026-01-21,UTA vs MIN,249,238.12709392518659,215.4501559087903,254.7316818567552,39.281525947964894,10.872906074813415,False,✅ IN RANGE
2026-01-21,CHI vs LAC,248,234.6318279346782,208.27787190988968,249.60626541237949,41.3283935024898,13.3681720653218,True,⚠️ SKIP
2026-01-21,HOU vs SAS,217,220.11242692228308,208.8313204913674,249.63821778462966,40.80689729326227,3.1124269222830776,True,⚠️ SKIP
2026-01-22,SAC vs TOR,231,218.21696286940428,206.15559782530804,247.83595457893034,41.680356753622306,12.783037130595716,True,⚠️ SKIP
2026-01-22,NOP vs DET,216,222.59655078639977,202.43580226802504,243.68227456433146,41.24647229630642,6.596550786399774,True,⚠️ SKIP
2026-01-22,MEM vs ATL,246,228.7218651183774,208.79945063881183,250.07026215703294,41.27081151822111,17.278134881622606,True,⚠️ SKIP
2026-01-22,CHA vs CLE,181,234.01277266295557,204.91666493711855,256.25111370368865,51.33444876657009,53.01277266295557,True,⚠️ SKIP
2026-01-22,MIL vs OKC,224,224.07770613406072,207.8227257836942,241.90302068145476,34.08029489776055,0.07770613406071902,False,✅ IN RANGE
2026-01-22,NYK vs BKN,186,224.59977675445958,198.47945896653198,250.69789315981703,52.21843419328505,38.59977675445958,True,⚠️ SKIP
2026-01-22,BOS vs IND,223,223.0002386823718,200.1920875954262,238.88448402408804,38.69239642866185,0.00023868237178703566,False,✅ IN RANGE
2026-01-23,PHI vs HOU,250,223.13080698546167,200.4783850657306,250.36247735138915,49.88409228565854,26.869193014538325,True,⚠️ SKIP
2026-01-23,ORL vs CHA,221,221.04407376967544,206.47421659339332,249.18406522547073,42.70984863207741,0.044073769675435415,True,⚠️ SKIP
2026-01-23,WAS vs DEN,204,220.56278438630156,202.19055788792792,251.3029279847302,49.112370096802266,16.56278438630156,True,⚠️ SKIP
2026-01-23,DAL vs GSW,238,238.39357473361082,215.07242851852155,259.4097479645528,44.33731944603127,0.3935747336108193,True,⚠️ SKIP
2026-01-23,MIN vs CHI,235,234.8337325823524,208.2935689757463,253.03642751089086,44.74285853514456,0.1662674176475889,True,⚠️ SKIP
2026-01-23,UTA vs SAS,235,234.8659475918076,216.21686077312995,256.6727792967813,40.45591852365135,0.13405240819238884,True,⚠️ SKIP
2026-01-23,LAC vs LAL,216,224.82565956768465,207.6649634851259,250.59593809481694,42.93097460969105,8.825659567684653,True,⚠️ SKIP
2026-01-23,POR vs MIA,237,235.4616370816031,217.8627547122164,257.8938483142057,40.031093601989284,1.5383629183968992,True,⚠️ SKIP
2026-01-24,MEM vs NOP,260,230.6979847245814,208.83125772999668,251.85935863159702,43.02810090160034,29.302015275418597,True,⚠️ SKIP
2026-01-24,POR vs TOR,208,220.27282983738834,207.7674583294538,254.33009048883355,46.562632159379746,12.272829837388343,True,⚠️ SKIP
2026-01-24,CLE vs SAC,241,230.65447949150132,207.92976421605732,249.5351221267392,41.605357910681875,10.34552050849868,True,⚠️ SKIP
2026-01-24,BKN vs BOS,256,222.23191743094208,206.5257943068255,251.01442817372765,44.48863386690215,33.768082569057924,True,⚠️ SKIP
2026-01-24,ATL vs PHX,213,223.8215494820427,211.9958783574041,250.94164105124364,38.94576269383953,10.821549482042712,False,✅ IN RANGE
2026-01-24,DET vs HOU,215,214.95297672677953,195.44460223367938,239.46422748759116,44.019625253911784,0.04702327322047495,True,⚠️ SKIP
2026-01-24,OKC vs IND,231,231.12566742245397,204.27512951098205,245.64229257367404,41.367163062691986,0.12566742245397222,True,⚠️ SKIP
2026-01-24,MIL vs DEN,202,219.2547939694213,202.10648410510976,242.69462029355282,40.58813618844306,17.254793969421314,True,⚠️ SKIP
