date,match,actual,pred,lower,upper,uncert,diff,skipped,status
2026-02-05,SAC vs MEM,254,233.08457271288228,202.67088661533336,254.28732444020892,51.61643782487556,20.915427287117723,True,⚠️ SKIP
2026-02-05,NYK vs DEN,261,229.3922737266407,201.55921506914,254.06058986089047,52.501374791750465,31.607726273359305,True,⚠️ SKIP
2026-02-05,TOR vs MIN,254,234.96940677339114,205.5744476277252,257.7089360658807,52.13448843815553,19.030593226608858,True,⚠️ SKIP
2026-02-05,HOU vs BOS,207,214.43492289245057,201.7280704354502,242.2996673459212,40.57159691047099,7.434922892450572,True,⚠️ SKIP
2026-02-05,MIL vs NOP,278,224.47883458770434,199.84924664810376,250.21345620683095,50.3642095587272,53.52116541229566,True,⚠️ SKIP
2026-02-05,LAC vs CLE,215,224.25192318959188,208.73563419672087,251.43739866478612,42.70176446806525,9.251923189591878,True,⚠️ SKIP
2026-02-05,SAS vs OKC,222,222.06941855865261,200.42752636635197,246.00924600910926,45.58171964275729,0.06941855865261459,True,⚠️ SKIP
2026-02-06,HOU vs CHA,208,215.82816425662847,197.11120543699394,242.20655347679158,45.09534803979764,7.828164256628469,True,⚠️ SKIP
2026-02-06,ATL vs UTA,240,235.47701163266376,210.39451923148192,251.98008003194488,41.58556080046296,4.522988367336239,True,⚠️ SKIP
2026-02-06,LAL vs PHI,234,235.06389974069984,210.2950650288451,258.79888162119255,48.50381659234745,1.0638997406998385,True,⚠️ SKIP
2026-02-06,PHX vs GSW,198,230.26820947722095,197.97668898566832,254.55107483513027,56.57438584946195,32.26820947722095,True,⚠️ SKIP
2026-02-06,ORL vs BKN,216,219.16495856917274,204.31073496061296,250.21676685533907,45.90603189472611,3.1649585691727395,True,⚠️ SKIP
2026-02-06,TOR vs CHI,230,239.0300639460196,208.928909450282,253.1228699310401,44.19396048075811,9.030063946019595,True,⚠️ SKIP
2026-02-06,DAL vs SAS,258,226.3586961331174,204.59458885386448,253.44032688044456,48.84573802658008,31.641303866882595,True,⚠️ SKIP
2026-02-06,DET vs WAS,243,221.06653579042984,204.57225117758856,248.51501289166805,43.942761714079495,21.93346420957016,True,⚠️ SKIP
2026-02-07,BOS vs MIA,194,225.69175175547213,205.82213916729677,248.67659797341545,42.854458806118686,31.691751755472126,True,⚠️ SKIP
2026-02-07,DET vs NYK,198,217.25100527415114,204.34154264901667,251.04778234494685,46.70623969593018,19.25100527415114,True,⚠️ SKIP
2026-02-07,MIL vs IND,204,237.05980894482798,215.43454680248118,256.91658150088284,41.48203469840166,33.05980894482798,True,⚠️ SKIP
2026-02-07,MIN vs NOP,234,237.7086835132808,211.79430213665495,260.31985389437597,48.52555175772102,3.708683513280789,True,⚠️ SKIP
2026-02-07,POR vs MEM,250,232.99830505077693,209.33148400358505,260.0052205287257,50.67373652514067,17.001694949223065,True,⚠️ SKIP
2026-02-07,SAC vs LAC,225,221.71980286431136,204.51279830892952,247.69723904782413,43.18444073889461,3.2801971356886384,True,⚠️ SKIP
