game_date,home_team,away_team,predicted_total,actual_total,error
2026-01-09,IND,CHA,223.56204106359877,226,-2.4379589364012304
2026-01-09,LAL,MIL,213.38811763450167,206,7.388117634501668
2026-01-09,ORL,PHI,221.0798138563893,194,27.079813856389308
2026-01-09,BOS,TOR,218.14115614269713,242,-23.858843857302872
2026-01-09,LAC,BKN,217.7380575539512,226,-8.261942446048806
2026-01-09,TOR,BOS,215.5580623916427,242,-26.441937608357307
2026-01-09,POR,HOU,203.139290779392,216,-12.860709220607987
2026-01-09,GSW,SAC,221.1434277863859,240,-18.8565722136141
2026-01-10,DEN,ATL,216.62602629458422,197,19.62602629458422
2026-01-10,WAS,NOP,227.7361770028829,235,-7.263822997117103
2026-01-10,BKN,LAC,223.79548641562457,226,-2.2045135843754338
2026-01-10,MEM,OKC,231.19159823938537,233,-1.808401760614629
2026-01-10,GSW,SAC,228.60776468396176,240,-11.392235316038239
2026-01-10,POR,HOU,206.31030591905966,216,-9.689694080940342
2026-01-10,LAL,MIL,216.7299785931708,206,10.729978593170813
2026-01-10,CLE,MIN,240.32468878260204,280,-39.67531121739796
2026-01-10,ORL,PHI,213.35435936547725,194,19.35435936547725
2026-01-10,PHX,NYK,222.1535141849527,219,3.153514184952712
2026-01-10,BOS,TOR,222.25673611617106,242,-19.743263883828945
2026-01-10,TOR,BOS,231.00320611972637,242,-10.996793880273628
2026-01-10,PHI,ORL,209.69776239510787,194,15.697762395107873
2026-01-10,NOP,WAS,233.53898030081155,235,-1.461019699188455
2026-01-10,LAC,BKN,223.4768919526094,226,-2.5231080473905934
2026-01-10,OKC,MEM,230.38844319284215,233,-2.6115568071578537
2026-01-10,ATL,DEN,210.0682728711439,197,13.068272871143904
2026-01-10,NYK,PHX,219.80200103619717,219,0.8020010361971686
2026-01-10,SAC,GSW,227.92127201398387,240,-12.078727986016133
2026-01-10,HOU,POR,209.4498889720873,216,-6.550111027912692
2026-01-10,MIL,LAL,214.22269551408945,206,8.222695514089452
2026-01-10,MIN,CLE,255.06639074096512,280,-24.93360925903488
2026-01-10,CHI,DAL,217.18851088118174,232,-14.811489118818258
2026-01-10,UTA,CHA,231.28986806548627,245,-13.710131934513726
2026-01-10,BOS,SAS,224.00370177785214,195,29.003701777852143
2026-01-10,DET,LAC,217.8385122581049,190,27.838512258104913
2026-01-10,IND,MIA,225.26645802082874,222,3.266458020828736
2026-01-10,MIA,IND,224.40913315010337,222,2.409133150103372
2026-01-10,LAC,DET,211.84309935237263,190,21.843099352372633
2026-01-10,SAS,BOS,213.86739115656655,195,18.867391156566555
2026-01-10,DAL,CHI,217.26240827915052,232,-14.73759172084948
2026-01-10,CHA,UTA,235.85201587459386,245,-9.14798412540614
2026-01-11,TOR,PHI,213.80305878941095,231,-17.196941210589046
2026-01-11,MEM,BKN,224.51617014272904,201,23.516170142729038
2026-01-11,ORL,NOP,214.7050572114243,246,-31.294942788575696
2026-01-11,CHI,DAL,222.4904168088809,232,-9.509583191119106
2026-01-11,BOS,SAS,214.27067467073363,195,19.270674670733626
2026-01-11,IND,MIA,219.1108726302051,222,-2.889127369794892
2026-01-11,UTA,CHA,237.5979109609463,245,-7.402089039053692
2026-01-11,POR,NYK,220.92321333480254,237,-16.07678666519746
2026-01-11,DET,LAC,210.61198315228415,190,20.611983152284154
2026-01-11,SAS,BOS,205.25563545442463,195,10.255635454424635
2026-01-11,MIA,IND,221.8736516182749,222,-0.12634838172510854
2026-01-11,LAC,DET,207.5503859241432,190,17.5503859241432
2026-01-11,NYK,POR,219.27801484051807,237,-17.72198515948193
2026-01-11,BKN,MEM,223.02200801303798,201,22.022008013037976
2026-01-11,NOP,ORL,218.03544555518718,246,-27.96455444481282
2026-01-11,CHA,UTA,238.30233072883314,245,-6.697669271166859
2026-01-11,DAL,CHI,222.15236663494335,232,-9.847633365056652
2026-01-11,PHI,TOR,218.85574093995655,231,-12.144259060043453
2026-01-12,MIN,SAS,223.6602841398026,207,16.6602841398026
2026-01-12,GSW,ATL,219.05725394948595,235,-15.942746050514046
2026-01-12,OKC,MIA,227.63000012670892,236,-8.369999873291079
2026-01-12,DEN,MIL,217.66514661091284,212,5.665146610912842
2026-01-12,PHX,WAS,228.05537528354807,205,23.055375283548074
2026-01-12,SAC,HOU,222.99499094741097,209,13.994990947410969
2026-01-12,MIL,DEN,205.392855483568,212,-6.607144516431987
2026-01-12,WAS,PHX,222.1873457348624,205,17.18734573486239
2026-01-12,ATL,GSW,221.5052439867605,235,-13.49475601323951
2026-01-12,MIA,OKC,229.71206896977554,236,-6.287931030224456
2026-01-12,HOU,SAC,222.14286834894176,209,13.14286834894176
2026-01-12,SAS,MIN,221.1230881454909,207,14.123088145490897
2026-01-13,LAC,CHA,220.20155244654526,226,-5.798447553454736
2026-01-13,UTA,CLE,238.39076211395528,235,3.390762113955276
2026-01-13,DAL,BKN,223.15967622557963,218,5.159676225579631
2026-01-13,CLE,UTA,244.40186798479655,235,9.401867984796553
2026-01-13,IND,BOS,223.11115620994673,194,29.111156209946728
2026-01-13,TOR,PHI,222.72484433106885,217,5.7248443310688515
2026-01-13,SAC,LAL,215.79721972180866,236,-20.20278027819134
2026-01-13,PHI,TOR,223.72532670202608,217,6.725326702026081
2026-01-13,CHA,LAC,217.82587479429884,226,-8.17412520570116
2026-01-13,LAL,SAC,219.5037309852758,236,-16.49626901472419
2026-01-13,BKN,DAL,221.87496579332628,218,3.8749657933262824
2026-01-13,BOS,IND,209.61664580514727,194,15.616645805147272
2026-01-14,MIL,MIN,219.3561367651608,245,-25.643863234839188
2026-01-14,MIA,PHX,221.00102759527226,248,-26.998972404727738
2026-01-14,HOU,CHI,220.64518828366576,232,-11.35481171633424
2026-01-14,LAL,ATL,216.78476878157073,257,-40.21523121842927
2026-01-14,GSW,POR,226.10735485451636,216,10.107354854516359
2026-01-14,MIN,MIL,224.12047363096943,245,-20.87952636903057
2026-01-14,SAS,OKC,216.27677336130284,217,-0.723226638697156
2026-01-14,ATL,LAL,218.79400604326807,257,-38.20599395673193
2026-01-14,POR,GSW,228.7871291529912,216,12.787129152991213
2026-01-14,NOP,DEN,216.21997982479058,238,-21.780020175209415
2026-01-14,OKC,SAS,215.30283486266518,217,-1.6971651373348209
2026-01-14,DEN,NOP,223.54863611418267,238,-14.45136388581733
2026-01-14,CHI,HOU,222.80767941303918,232,-9.192320586960818
2026-01-14,PHX,MIA,223.70939902467276,248,-24.290600975327237
2026-01-15,BKN,NOP,224.07384343977796,229,-4.92615656022204
2026-01-15,CLE,PHI,231.69693954314755,240,-8.30306045685245
2026-01-15,UTA,CHI,238.10138064881374,254,-15.898619351186255
2026-01-15,MEM,ORL,222.18720798613526,229,-6.812792013864737
2026-01-15,NYK,SAC,229.42196494991583,213,16.421964949915832
2026-01-15,WAS,LAC,219.33911954910656,224,-4.660880450893444
2026-01-15,TOR,IND,219.9897238806892,216,3.989723880689212
2026-01-15,DEN,DAL,224.33039561806598,227,-2.669604381934022
2026-01-15,CHI,UTA,241.25271979691755,254,-12.747280203082454
2026-01-15,PHI,CLE,243.7192889703827,240,3.7192889703827063
2026-01-15,IND,TOR,215.777882869496,216,-0.22211713050398885
2026-01-15,NOP,BKN,225.24202879186805,229,-3.7579712081319485
2026-01-15,DAL,DEN,225.73875364441045,227,-1.2612463555895488
2026-01-15,SAC,NYK,225.00634864883511,213,12.006348648835115
2026-01-15,LAC,WAS,215.35923416692077,224,-8.640765833079229
2026-01-15,ORL,MEM,218.96451006192223,229,-10.035489938077774
2026-01-16,GSW,NYK,225.48079893221333,239,-13.519201067786668
2026-01-16,POR,ATL,225.78387597493713,218,7.783875974937132
2026-01-16,LAL,CHA,230.89380302685987,252,-21.10619697314013
2026-01-16,DAL,UTA,236.562757678159,266,-29.437242321841012
2026-01-16,SAS,MIL,216.64653166769747,220,-3.3534683323025263
2026-01-16,HOU,OKC,222.97178702449912,202,20.971787024499122
2026-01-16,DET,PHX,212.67101033642723,213,-0.32898966357277004
2026-01-16,MIA,BOS,220.015958113971,233,-12.98404188602899
2026-01-16,CHA,LAL,240.99133495053036,252,-11.008665049469641
2026-01-16,ATL,POR,223.48922721031136,218,5.4892272103113555
2026-01-16,NYK,GSW,229.47852612880223,239,-9.52147387119777
2026-01-16,MIL,SAS,216.01201321712574,220,-3.987986782874259
2026-01-16,OKC,HOU,220.75918679870938,202,18.75918679870938
2026-01-16,BOS,MIA,222.1397249168093,233,-10.860275083190686
2026-01-16,PHX,DET,208.33724059467463,213,-4.6627594053253745
2026-01-16,UTA,DAL,242.00293265846733,266,-23.99706734153267
2026-01-17,BKN,CHI,225.1485618246585,221,4.148561824658486
2026-01-17,DAL,UTA,243.24064949075677,258,-14.759350509243234
2026-01-17,SAC,WAS,228.89726710429886,243,-14.102732895701138
2026-01-17,PHI,CLE,238.70043276586313,232,6.700432765863127
2026-01-17,IND,NOP,225.7529627566571,246,-20.247037243342902
2026-01-17,LAC,TOR,217.54316242265367,238,-20.456837577346334
2026-01-17,TOR,LAC,224.59498490571156,238,-13.405015094288444
2026-01-17,HOU,MIN,223.60088439034837,215,8.60088439034837
2026-01-17,WAS,SAC,229.15226075532286,243,-13.847739244677143
2026-01-17,UTA,DAL,248.804924620329,258,-9.19507537967101
2026-01-17,NOP,IND,228.03140472404044,246,-17.968595275959558
2026-01-17,CLE,PHI,233.6866798118972,232,1.6866798118971928
2026-01-17,CHI,BKN,226.226900158496,221,5.226900158495994
2026-01-17,MIN,HOU,221.53676394461758,215,6.536763944617576
2026-01-18,MEM,ORL,222.91010552316644,235,-12.089894476833564
2026-01-18,POR,LAL,228.91396003470123,248,-19.086039965298767
2026-01-18,DEN,WAS,224.64937513056714,236,-11.350624869432863
2026-01-18,GSW,CHA,234.43079359834846,252,-17.56920640165154
2026-01-18,SAS,MIN,222.56399470312954,249,-26.436005296870462
2026-01-18,ATL,BOS,222.47244709521846,238,-15.527552904781544
2026-01-18,DET,IND,214.2048058085333,199,15.204805808533308
2026-01-18,NYK,PHX,225.2366358285861,205,20.23663582858609
2026-01-18,MIA,OKC,227.32073653715707,242,-14.679263462842925
2026-01-18,MIN,SAS,223.9397421361221,249,-25.060257863877894
2026-01-18,OKC,MIA,230.91574587643402,242,-11.084254123565984
2026-01-18,IND,DET,208.72770058037182,199,9.727700580371817
2026-01-18,ORL,MEM,225.9970505749713,235,-9.002949425028703
2026-01-18,LAL,POR,234.1713644839224,248,-13.828635516077611
2026-01-18,WAS,DEN,230.96365726461022,236,-5.0363427353897805
2026-01-18,CHA,GSW,236.59157393735552,252,-15.40842606264448
2026-01-18,PHX,NYK,221.88936669449026,205,16.889366694490263
2026-01-18,BOS,ATL,224.95510011170097,238,-13.044899888299028
2026-01-19,SAS,UTA,236.2073961059923,233,3.207396105992302
2026-01-19,NYK,DAL,231.14028940764146,211,20.14028940764146
2026-01-19,WAS,LAC,226.85422405391623,216,10.854224053916226
2026-01-19,CLE,OKC,231.85792082881125,240,-8.142079171188755
2026-01-19,ATL,MIL,226.01626203581236,222,4.01626203581236
2026-01-19,LAL,TOR,235.2743925931129,203,32.27439259311291
2026-01-19,DEN,CHA,241.2632567434716,197,44.2632567434716
2026-01-19,HOU,NOP,221.63585886470725,229,-7.364141135292755
2026-01-19,CHI,BKN,227.93047172593958,226,1.930471725939583
2026-01-19,CHA,DEN,232.23598215373897,197,35.23598215373897
2026-01-19,TOR,LAL,230.07876600109523,203,27.078766001095232
2026-01-19,NOP,HOU,224.2975164283548,229,-4.702483571645189
2026-01-19,BKN,CHI,228.7996474072478,226,2.7996474072477895
2026-01-19,SAC,POR,229.69278860330053,227,2.692788603300528
2026-01-19,POR,SAC,229.50050330685252,227,2.500503306852522
2026-01-19,UTA,SAS,245.78144880646295,233,12.781448806462947
2026-01-19,DAL,NYK,233.4730378909913,211,22.473037890991293
2026-01-19,LAC,WAS,226.38774419784517,216,10.387744197845166
2026-01-19,OKC,CLE,231.64710192171128,240,-8.352898078288717
2026-01-19,MIL,ATL,227.82884202199037,222,5.8288420219903685
2026-01-20,DET,BOS,215.09547547021788,207,8.095475470217878
2026-01-20,BKN,PHX,222.92233264684577,243,-20.077667353154226
2026-01-20,PHI,IND,226.65338372328762,217,9.653383723287618
2026-01-20,IND,PHI,226.44389916101778,217,9.443899161017782
2026-01-20,PHX,BKN,223.09423025280933,243,-19.905769747190675
2026-01-20,BOS,DET,215.35270191985893,207,8.35270191985893
2026-01-20,MIA,GSW,236.62293555319982,247,-10.377064446800176
2026-01-20,GSW,MIA,240.59266623060995,247,-6.40733376939005
2026-01-21,SAC,MIA,237.22646903929694,247,-9.773530960703056
2026-01-21,PHI,PHX,225.51404854883378,226,-0.4859514511662155
2026-01-21,GSW,TOR,230.7453668979672,272,-41.25463310203281
2026-01-21,DEN,LAL,230.60940968687632,222,8.609409686876319
2026-01-21,UTA,MIN,237.9686340970889,249,-11.03136590291109
2026-01-21,CHI,LAC,231.24414203011972,248,-16.75585796988028
2026-01-21,HOU,SAS,226.86086706858976,217,9.860867068589755
2026-01-22,SAC,TOR,231.85009220883472,231,0.8500922088347238
2026-01-22,NOP,DET,227.08342585453892,216,11.083425854538916
2026-01-22,MEM,ATL,229.53463728349908,246,-16.46536271650092
2026-01-22,CHA,CLE,233.92847711040793,181,52.928477110407925
2026-01-22,MIL,OKC,228.5705753538004,224,4.570575353800393
2026-01-22,NYK,BKN,227.08528778613464,186,41.08528778613464
2026-01-22,BOS,IND,221.81033299246798,223,-1.189667007532023
2026-01-23,PHI,HOU,221.00614551802926,250,-28.993854481970743
2026-01-23,ORL,CHA,226.57943901133382,221,5.579439011333818
2026-01-23,WAS,DEN,225.61413875252612,204,21.614138752526117
2026-01-23,DAL,GSW,236.60133702688069,238,-1.3986629731193148
2026-01-23,MIN,CHI,228.3556184320164,235,-6.644381567983601
2026-01-23,UTA,SAS,242.22609170602965,235,7.226091706029649
2026-01-23,LAC,LAL,229.68713910797717,216,13.687139107977174
2026-01-23,POR,MIA,237.02769233701162,237,0.02769233701161511
2026-01-24,MEM,NOP,230.5917688923791,260,-29.408231107620907
2026-01-24,POR,TOR,230.8382037425621,208,22.838203742562087
2026-01-24,CLE,SAC,234.03075134441008,241,-6.969248655589922
2026-01-24,BKN,BOS,222.99160974979384,256,-33.00839025020616
2026-01-24,ATL,PHX,229.49413056843542,213,16.494130568435423
2026-01-24,DET,HOU,217.52536150084413,215,2.5253615008441272
2026-01-24,OKC,IND,225.17298820276793,231,-5.827011797232075
2026-01-24,MIL,DEN,221.17642706908106,202,19.176427069081058
