game_date,home_team,away_team,predicted_total,actual_total,error,abs_error
2026-01-14,LAL,ATL,218.19040638569635,257,-38.80959361430365,38.80959361430365
2026-01-14,MIL,MIN,229.25738155688714,245,-15.74261844311286,15.74261844311286
2026-01-14,DEN,NOP,225.80677188591207,238,-12.19322811408793,12.19322811408793
2026-01-14,GSW,POR,228.10942679998738,216,12.109426799987375,12.109426799987375
2026-01-15,ORL,MEM,222.50079236497132,229,-6.499207635028682,6.499207635028682
2026-01-15,DEN,DAL,219.38120940910466,227,-7.618790590895344,7.618790590895344
2026-01-15,BKN,NOP,222.57747332960983,229,-6.42252667039017,6.42252667039017
2026-01-15,UTA,CHI,230.43944197519386,254,-23.56055802480614,23.56055802480614
2026-01-15,CLE,PHI,239.27595484039932,240,-0.7240451596006778,0.7240451596006778
2026-01-15,TOR,IND,225.5433916683573,216,9.543391668357287,9.543391668357287
2026-01-15,LAC,WAS,227.47879791371457,224,3.4787979137145726,3.4787979137145726
2026-01-15,SAC,NYK,226.04970975240403,213,13.049709752404027,13.049709752404027
2026-01-16,BOS,MIA,226.24559446890487,233,-6.754405531095131,6.754405531095131
2026-01-16,PHX,DET,211.21921083720574,213,-1.7807891627942638,1.7807891627942638
2026-01-16,DAL,UTA,230.72435947361873,266,-35.27564052638127,35.27564052638127
2026-01-16,CHA,LAL,220.23004353755744,252,-31.769956462442565,31.769956462442565
2026-01-16,ATL,POR,224.43532750587363,218,6.43532750587363,6.43532750587363
2026-01-16,SAS,MIL,217.83075591366298,220,-2.1692440863370166,2.1692440863370166
2026-01-16,NYK,GSW,227.23687583866388,239,-11.763124161336123,11.763124161336123
2026-01-16,HOU,OKC,219.51157832441925,202,17.511578324419247,17.511578324419247
2026-01-17,CHI,BKN,217.4555063114385,221,-3.544493688561488,3.544493688561488
2026-01-17,SAC,WAS,225.61506523488686,243,-17.384934765113144,17.384934765113144
2026-01-17,DAL,UTA,235.15444714672114,258,-22.84555285327886,22.84555285327886
2026-01-17,HOU,MIN,226.52477198848857,215,11.524771988488567,11.524771988488567
2026-01-17,TOR,LAC,215.13069888670677,238,-22.869301113293233,22.869301113293233
2026-01-17,IND,NOP,226.41898696174314,246,-19.581013038256856,19.581013038256856
2026-01-17,PHI,CLE,231.3946103727392,232,-0.6053896272607915,0.6053896272607915
2026-01-18,MIA,OKC,231.8964324994693,242,-10.103567500530687,10.103567500530687
2026-01-18,NYK,PHX,223.18427699919488,205,18.18427699919488,18.18427699919488
2026-01-18,GSW,CHA,228.97876417658634,252,-23.02123582341366,23.02123582341366
2026-01-18,DEN,WAS,230.98156929553824,236,-5.018430704461764,5.018430704461764
2026-01-18,POR,LAL,226.7645220390458,248,-21.2354779609542,21.2354779609542
2026-01-18,MEM,ORL,223.4281935240104,235,-11.571806475989604,11.571806475989604
2026-01-18,ATL,BOS,219.80618270292163,238,-18.19381729707837,18.19381729707837
2026-01-18,SAS,MIN,222.7311109825232,249,-26.268889017476795,26.268889017476795
2026-01-18,DET,IND,217.5965762188129,199,18.596576218812913,18.596576218812913
2026-01-19,NOP,HOU,227.59185595148625,229,-1.4081440485137477,1.4081440485137477
2026-01-19,CHI,BKN,218.85542731008883,226,-7.144572689911172,7.144572689911172
2026-01-19,DEN,CHA,222.31708114063238,197,25.317081140632382,25.317081140632382
2026-01-19,SAC,POR,222.8548662705972,227,-4.145133729402801,4.145133729402801
