date,match,actual,pred,lower,upper,uncert,diff,skipped,status
2025-12-30,NYK vs NOP,255,252.27335656525955,222.10736781315748,263.3939682617224,41.28660044856494,2.7266434347404527,True,⚠️ SKIP
2025-12-30,GSW vs BKN,227,230.61046775171008,213.1564279870504,248.4875753117613,35.33114732471091,3.6104677517100754,False,✅ IN RANGE
2025-12-30,MIN vs CHI,237,224.1105409708562,208.13697082101123,244.65268502453122,36.51571420351999,12.889459029143808,False,✅ IN RANGE
2025-12-30,ORL vs TOR,213,236.40650197171323,212.39532473152883,254.2936401544006,41.898315422871775,23.406501971713226,True,⚠️ SKIP
2025-12-30,DEN vs MIA,270,260.9851939271448,218.07170263830596,271.612481645349,53.54077900704306,9.014806072855208,True,⚠️ SKIP
2025-12-30,PHX vs WAS,216,218.05456460533202,208.99885419839524,240.9560958540573,31.957241655662074,2.0545646053320183,False,✅ IN RANGE
2025-12-30,MIL vs CHA,236,233.20018245043698,212.33963294908818,249.3530760108343,37.0134430617461,2.7998175495630164,False,✅ IN RANGE
2025-12-30,CHA vs MIL,236,234.46100924790514,219.6388979636171,241.94174505138815,22.302847087771056,1.5389907520948611,False,✅ IN RANGE
2025-12-30,WAS vs PHX,216,220.27485439331284,209.62829668993425,233.82949217629124,24.201195486356994,4.274854393312836,False,✅ IN RANGE
2025-12-30,IND vs HOU,245,239.94152347053364,219.61733327883843,249.14088704062527,29.523553761786843,5.058476529466361,False,✅ IN RANGE
2025-12-30,BKN vs GSW,227,229.2143946291058,218.06890595832735,244.33790897845722,26.269003020129873,2.2143946291058114,False,✅ IN RANGE
2025-12-30,NOP vs NYK,255,256.2899280555509,233.42192042924066,262.2132595636112,28.79133913437053,1.289928055550888,False,✅ IN RANGE
2025-12-30,OKC vs ATL,269,257.6583697651697,221.80970749431674,269.6055576007084,47.79585010639164,11.34163023483029,True,⚠️ SKIP
2025-12-30,SAS vs CLE,214,219.52465189319832,204.9922489411187,242.7361921347721,37.743943193653394,5.524651893198325,False,✅ IN RANGE
2025-12-30,POR vs DAL,247,241.76028402591564,217.90895680023067,253.63503401489749,35.726077214666816,5.239715974084362,False,✅ IN RANGE
2025-12-30,HOU vs IND,245,245.17262603930294,229.65562944991257,250.01698515968863,20.361355709776063,0.17262603930294063,False,✅ IN RANGE
